TIME PERIOD,PRODUCT,TOTAL DOLS (000),NETWORK TV DOLS (000),CABLE TV DOLS (000),SYNDICATION DOLS (000),SPOT TV DOLS (000),MAGAZINES DOLS (000),SUNDAY MAGS DOLS (000),NATL NEWSP DOLS (000),NEWSPAPER DOLS (000),NETWORK RADIO DOLS (000),NAT SPOT RADIO DOLS (000),OUTDOOR DOLS (000)
"WEEK OF AUG 15, 2016 (B)",Netflix-Unbreakable Kimmy Schmidt : Online,19.9,0,0,0,17.1,0,0,0,2.8,0,0,0
"WEEK OF AUG 22, 2016 (B)",Netflix : Online,50,0,22.8,0,20.7,0,0,0,0,3.1,3.4,0
"WEEK OF AUG 22, 2016 (B)",Netflix-Bloodline : Online,179.6,0,0,0,0,0,0,143.5,36.1,0,0,0
"WEEK OF AUG 22, 2016 (B)",Netflix-Fearless : Online,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 22, 2016 (B)",Netflix-Get Down : Online,1246.4,80.5,979.9,0,0,0,0,160.3,25.8,0,0,0
"WEEK OF AUG 22, 2016 (B)",Netflix-House Of Cards : Online,87.7,0,0,0,74,0,0,10.8,2.9,0,0,0
"WEEK OF AUG 22, 2016 (B)",Netflix-Jeff Foxworthy & Larry The Cable Guy Weve Been Thinking : Online,13.3,0,0,0,13.3,0,0,0,0,0,0,0
"WEEK OF AUG 22, 2016 (B)",Netflix-Making A Murderer : Online,0.7,0,0,0,0,0,0,0,0.7,0,0,0
"WEEK OF AUG 22, 2016 (B)",Netflix-Master Of None : Online,64.3,0,0,0,49.8,0,0,10.8,3.8,0,0,0
"WEEK OF AUG 22, 2016 (B)",Netflix-Narcos : Online,317.2,293.6,0,0,23.6,0,0,0,0,0,0,0
"WEEK OF AUG 22, 2016 (B)",Netflix-Unbreakable Kimmy Schmidt : Online,28.8,0,0,0,18,0,0,10.8,0,0,0,0
"WEEK OF AUG 29, 2016 (B)",Netflix : Online,649.3,0,0,0,0,0,0,0,0,3.7,6.5,639.1
"WEEK OF AUG 29, 2016 (B)",Netflix-Club De Cuervos : Online,1.1,0,0,0,1.1,0,0,0,0,0,0,0
"WEEK OF AUG 29, 2016 (B)",Netflix-Get Down : Online,66,0,66,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 29, 2016 (B)",Netflix-Jeff Foxworthy & Larry The Cable Guy Weve Been Thinking : Online,49.1,0,0,0,47,0,0,0,0,0,0,2.1
"WEEK OF AUG 29, 2016 (B)",Netflix-Last Chance U : Online,214.1,0,0,0,22.1,192,0,0,0,0,0,0
"WEEK OF AUG 29, 2016 (B)",Netflix-Luke Cage : Online,14.2,0,0,0,0,0,0,0,0,0,0,14.2
"WEEK OF AUG 29, 2016 (B)",Netflix-Making A Murderer : Online,150.7,0,0,0,0,0,0,150.7,0,0,0,0
"WEEK OF AUG 29, 2016 (B)",Netflix-Narcos : Online,808.4,449.3,0,0,30.3,201.6,0,0,0,0,0,127.2
"WEEK OF AUG 29, 2016 (B)",Netflix-Stranger Things : Online,41.2,41.2,0,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 05, 2016 (B)",Netflix : Online,12.9,0,0,0,0,0,0,0,0,4.1,8.8,0
"WEEK OF SEP 05, 2016 (B)",Netflix-Club De Cuervos : Online,6.6,0,0,0,6.6,0,0,0,0,0,0,0
"WEEK OF SEP 05, 2016 (B)",Netflix-Narcos : Online,262.7,260.9,0,0,1.8,0,0,0,0,0,0,0
"WEEK OF SEP 12, 2016 (B)",Netflix : Online,1012.9,1000,0,0,0,0,0,0,0,4.1,8.8,0
"WEEK OF SEP 12, 2016 (B)",Netflix-Amanda Knox : Online,112.4,70,0,0,42.4,0,0,0,0,0,0,0
"WEEK OF SEP 12, 2016 (B)",Netflix-Club De Cuervos : Online,23.3,0,0,0,23.3,0,0,0,0,0,0,0
"WEEK OF SEP 12, 2016 (B)",Netflix-Narcos : Online,0.3,0,0,0,0.3,0,0,0,0,0,0,0
"WEEK OF SEP 19, 2016 (B)",Netflix : Online,12.9,0,0,0,0,0,0,0,0,4.1,8.8,0
"WEEK OF SEP 19, 2016 (B)",Netflix-Amanda Knox : Online,132.2,132.2,0,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 19, 2016 (B)",Netflix-Audrie & Daisy : Online,9,0,0,0,0,0,0,9,0,0,0,0
"WEEK OF SEP 19, 2016 (B)",Netflix-Club De Cuervos : Online,1.4,0,0,0,1.4,0,0,0,0,0,0,0
"WEEK OF SEP 26, 2016 (B)",Netflix : Online,1553.8,0,0,0,0,0,0,0,0,2.9,6.3,1544.6
"WEEK OF SEP 26, 2016 (B)",Netflix-Amanda Knox : Online,242.7,206.8,0,0,0,0,0,35.9,0,0,0,0
"WEEK OF SEP 26, 2016 (B)",Netflix-Club De Cuervos : Online,1.2,0,0,0,1.2,0,0,0,0,0,0,0
"WEEK OF SEP 26, 2016 (B)",Netflix-Crown : Online,0.1,0,0,0,0,0,0,0,0,0,0,0.1
"WEEK OF SEP 26, 2016 (B)",Netflix-Justin Timberlake The TN Kids : Online,4.5,0,0,0,0,0,0,0,0,0,0,4.5
"WEEK OF SEP 26, 2016 (B)",Netflix-Luke Cage : Online,946.9,201.4,631.5,0,0,0,0,0,0,0,0,114.1
"WEEK OF SEP 26, 2016 (B)",Netflix-Mascots : Online,57.2,0,0,0,0,0,0,0,0,0,0,57.2
"WEEK OF SEP 26, 2016 (B)",Netflix-Narcos : Online,2.4,0,0,0,0,0,0,0,0,0,0,2.4
"WEEK OF SEP 26, 2016 (B)",Netflix-Ranch : Online,3.1,0,0,0,0,0,0,0,0,0,0,3.1
"WEEK OF SEP 26, 2016 (B)",Netflix-True Memoirs Of An Intl Assassin : Online,45,0,0,0,0,0,0,0,0,0,0,45
"WEEK OF OCT 03, 2016 (B)",Netflix : Online,98.1,0,98.1,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 03, 2016 (B)",Netflix-Amanda Knox : Online,407.7,221.6,0,0,0,0,0,160.3,25.8,0,0,0
"WEEK OF OCT 03, 2016 (B)",Netflix-Club De Cuervos : Online,1.8,0,0,0,1.8,0,0,0,0,0,0,0
"WEEK OF OCT 03, 2016 (B)",Netflix-Ranch : Online,227.8,0,0,0,0,0,0,0,227.8,0,0,0
"WEEK OF OCT 10, 2016 (B)",Netflix-13th : Online,8.4,0,0,0,0,0,0,8.4,0,0,0,0
"WEEK OF OCT 10, 2016 (B)",Netflix-Club De Cuervos : Online,1.4,0,0,0,1.4,0,0,0,0,0,0,0
"WEEK OF OCT 10, 2016 (B)",Netflix-Mascots : Online,157.4,20.4,136,0,1,0,0,0,0,0,0,0
"WEEK OF OCT 10, 2016 (B)",Netflix-Ranch : Online,74.4,0,0,0,74.4,0,0,0,0,0,0,0
"WEEK OF OCT 10, 2016 (B)",Netflix-Sky Ladder : Online,5.4,0,0,0,0,0,0,5.4,0,0,0,0
"WEEK OF OCT 17, 2016 (B)",Here Comes The Funny Tour/Netflix : Sponsored Event,2.9,0,0,0,2.9,0,0,0,0,0,0,0
"WEEK OF OCT 17, 2016 (B)",Netflix-Black Mirror : Online,222.1,209.3,12.8,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 17, 2016 (B)",Netflix-Club De Cuervos : Online,1.6,0,0,0,1.6,0,0,0,0,0,0,0
"WEEK OF OCT 17, 2016 (B)",Netflix-Luke Cage : Online,4.9,0,4.9,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 17, 2016 (B)",Netflix-Mascots : Online,175.1,50.2,34.3,0,90.6,0,0,0,0,0,0,0
"WEEK OF OCT 24, 2016 (B)",Here Comes The Funny Tour/Netflix : Sponsored Event,0.3,0,0,0,0.3,0,0,0,0,0,0,0
"WEEK OF OCT 24, 2016 (B)",Netflix : Online,240,240,0,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 24, 2016 (B)",Netflix-Black Mirror : Online,140,140,0,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 24, 2016 (B)",Netflix-Club De Cuervos : Online,5.4,0,0,0,5.4,0,0,0,0,0,0,0
"WEEK OF OCT 24, 2016 (B)",Netflix-Crown : Online,106.6,106.6,0,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 24, 2016 (B)",Netflix-Dreamworks Dinotrux : Online,2.1,0,2.1,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 24, 2016 (B)",Netflix-Into The Inferno : Online,71.4,0,0,0,0,0,0,71.4,0,0,0,0
"WEEK OF OCT 24, 2016 (B)",Netflix-True Memoirs Of An Intl Assassin : Online,122.5,122.5,0,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 31, 2016 (B)",Netflix : Online,848,0,0,0,0,0,0,0,0,0,0,848
"WEEK OF OCT 31, 2016 (B)",Netflix-Club De Cuervos : Online,1.5,0,0,0,1.5,0,0,0,0,0,0,0
"WEEK OF OCT 31, 2016 (B)",Netflix-Crown : Online,2609.5,1294.5,168.1,128,0,393.1,0,371.7,18.1,0,0,236
"WEEK OF OCT 31, 2016 (B)",Netflix-Dreamworks Dinotrux : Online,5.2,0,5.2,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 31, 2016 (B)",Netflix-Gilmore Girls : Online,19.3,0,0,0,0,0,0,0,0,0,0,19.3
"WEEK OF OCT 31, 2016 (B)",Netflix-Into The Inferno : Online,8.4,0,0,0,0,0,0,8.4,0,0,0,0
"WEEK OF OCT 31, 2016 (B)",Netflix-Ivory Game : Online,71.8,0,0,0,0,0,0,71.8,0,0,0,0
"WEEK OF OCT 31, 2016 (B)",Netflix-Narcos : Online,0.5,0,0,0,0.5,0,0,0,0,0,0,0
"WEEK OF OCT 31, 2016 (B)",Netflix-Ranch : Online,0.8,0,0,0,0,0,0,0,0,0,0,0.8
"WEEK OF OCT 31, 2016 (B)",Netflix-True Memoirs Of An Intl Assassin : Online,784.3,289.7,185.3,17.6,0,0,0,0,0,0,0,291.7
"WEEK OF NOV 07, 2016 (B)",Netflix-13th : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF NOV 07, 2016 (B)",Netflix-Amanda Knox : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF NOV 07, 2016 (B)",Netflix-Audrie & Daisy : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF NOV 07, 2016 (B)",Netflix-Club De Cuervos : Online,2.2,0,0,0,2.2,0,0,0,0,0,0,0
"WEEK OF NOV 07, 2016 (B)",Netflix-Crown : Online,808.2,550.3,0,0,0,216.4,0,19.8,21.7,0,0,0
"WEEK OF NOV 07, 2016 (B)",Netflix-Dreamworks Dinotrux : Online,4.8,0,4.8,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 07, 2016 (B)",Netflix-Into The Inferno : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF NOV 07, 2016 (B)",Netflix-Ivory Game : Online,37.1,0,0,0,7.7,0,0,0,29.4,0,0,0
"WEEK OF NOV 07, 2016 (B)",Netflix-True Memoirs Of An Intl Assassin : Online,1058.5,590,450.9,17.6,0,0,0,0,0,0,0,0
"WEEK OF NOV 14, 2016 (B)",Here Comes The Funny Tour/Netflix : Sponsored Event,3.9,0,0,0,3.9,0,0,0,0,0,0,0
"WEEK OF NOV 14, 2016 (B)",Netflix-Chelsea : Online,37.6,37.6,0,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 14, 2016 (B)",Netflix-Club De Cuervos : Online,2.1,0,0,0,2.1,0,0,0,0,0,0,0
"WEEK OF NOV 14, 2016 (B)",Netflix-Crown : Online,839.5,0,0,0,0,839.5,0,0,0,0,0,0
"WEEK OF NOV 14, 2016 (B)",Netflix-Dreamworks Dinotrux : Online,5.7,0,5.7,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 14, 2016 (B)",Netflix-True Memoirs Of An Intl Assassin : Online,160.3,109.9,50.4,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 21, 2016 (B)",Here Comes The Funny Tour/Netflix : Sponsored Event,1.5,0,0,0,0,0,0,0,1.5,0,0,0
"WEEK OF NOV 21, 2016 (B)",Netflix-Chelsea : Online,129.2,129.2,0,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 21, 2016 (B)",Netflix-Club De Cuervos : Online,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF NOV 21, 2016 (B)",Netflix-Dreamworks Dinotrux : Online,7.9,0,7.9,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 21, 2016 (B)",Netflix-Fuller House & Gilmore Girls : Online,201.3,0,0,0,0,201.3,0,0,0,0,0,0
"WEEK OF NOV 21, 2016 (B)",Netflix-Gilmore Girls : Online,352,352,0,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 28, 2016 (B)",Here Comes The Funny Tour/Netflix : Sponsored Event,15.4,0,0,0,15.4,0,0,0,0,0,0,0
"WEEK OF NOV 28, 2016 (B)",Netflix : Online,882.6,218.7,0,0,0,0,0,0,0,0,0,663.9
"WEEK OF NOV 28, 2016 (B)",Netflix-13th : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF NOV 28, 2016 (B)",Netflix-Chelsea : Online,49.8,49.8,0,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 28, 2016 (B)",Netflix-Club De Cuervos : Online,0.6,0,0,0,0.6,0,0,0,0,0,0,0
"WEEK OF NOV 28, 2016 (B)",Netflix-Crown : Online,229.8,0,0,0,0,229.8,0,0,0,0,0,0
"WEEK OF NOV 28, 2016 (B)",Netflix-Dreamworks Dinotrux : Online,6.7,0,6.7,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 28, 2016 (B)",Netflix-Gilmore Girls : Online,170.4,167.2,0,0,0,0,0,0,0,0,0,3.2
"WEEK OF NOV 28, 2016 (B)",Netflix-Lemony Snickets A Series Of Unfortunate Events : Online,36.7,0,0,0,0,0,0,0,0,0,0,36.7
"WEEK OF NOV 28, 2016 (B)",Netflix-Little Prince : Online,27.8,0,0,0,27.8,0,0,0,0,0,0,0
"WEEK OF NOV 28, 2016 (B)",Netflix-OA : Online,35.4,0,0,0,0,0,0,0,0,0,0,35.4
"WEEK OF NOV 28, 2016 (B)",Netflix-Troll Hunters : Online,227.2,220,0,0,0,0,0,0,0,0,0,7.2
"WEEK OF DEC 05, 2016 (B)",Here Comes The Funny Tour/Netflix : Sponsored Event,1.6,0,0,0,1.6,0,0,0,0,0,0,0
"WEEK OF DEC 05, 2016 (B)",Netflix : Online,210.7,207.8,0,0,2.9,0,0,0,0,0,0,0
"WEEK OF DEC 05, 2016 (B)",Netflix-13th : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF DEC 05, 2016 (B)",Netflix-Chelsea : Online,111.5,111.5,0,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 05, 2016 (B)",Netflix-Dreamworks Dinotrux : Online,8.7,0,8.7,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 05, 2016 (B)",Netflix-Fuller House & Gilmore Girls : Online,201.3,0,0,0,0,201.3,0,0,0,0,0,0
"WEEK OF DEC 05, 2016 (B)",Netflix-Fuller House : Online,349,327.7,21.3,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 05, 2016 (B)",Netflix-Little Prince : Online,20.5,0,0,0,20.5,0,0,0,0,0,0,0
"WEEK OF DEC 12, 2016 (B)",Netflix : Online,191.7,191.7,0,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 12, 2016 (B)",Netflix-13th : Online,132.4,0,0,0,124,0,0,8.4,0,0,0,0
"WEEK OF DEC 12, 2016 (B)",Netflix-A Series Of Unfortunate Events : Online,185.4,0,0,0,0,185.4,0,0,0,0,0,0
"WEEK OF DEC 12, 2016 (B)",Netflix-Barry : Online,233.3,0,0,0,0,233.3,0,0,0,0,0,0
"WEEK OF DEC 12, 2016 (B)",Netflix-Dreamworks Dinotrux : Online,15.4,0,15.4,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 12, 2016 (B)",Netflix-Fuller House : Online,186.3,178.8,7.5,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 12, 2016 (B)",Netflix-Little Prince : Online,11.1,0,0,0,11.1,0,0,0,0,0,0,0
"WEEK OF DEC 12, 2016 (B)",Netflix-OA : Online,160.9,0,0,0,0,0,0,142.9,18.1,0,0,0
"WEEK OF DEC 12, 2016 (B)",Netflix-Troll Hunters : Online,90.6,90.6,0,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 19, 2016 (B)",Netflix : Online,848.3,593.6,53.4,0,0,201.3,0,0,0,0,0,0
"WEEK OF DEC 19, 2016 (B)",Netflix-13th : Online,232.6,0,0,0,42.2,0,0,142.9,47.5,0,0,0
"WEEK OF DEC 19, 2016 (B)",Netflix-A Series Of Unfortunate Events : Online,307.9,307.9,0,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 19, 2016 (B)",Netflix-Barry : Online,119.1,119.1,0,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 19, 2016 (B)",Netflix-Dreamworks Dinotrux : Online,9.7,0,9.7,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 19, 2016 (B)",Netflix-Fuller House : Online,48.5,48.5,0,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 19, 2016 (B)",Netflix-Ivory Game : Online,18.8,0,0,0,18.8,0,0,0,0,0,0,0
"WEEK OF DEC 19, 2016 (B)",Netflix-Little Prince : Online,24.3,0,0,0,24.3,0,0,0,0,0,0,0
"WEEK OF DEC 19, 2016 (B)",Netflix-OA : Online,207,23.8,2.9,0,0,180.3,0,0,0,0,0,0
"WEEK OF DEC 19, 2016 (B)",Netflix-Stranger Things : Online,11.3,0,0,0,0,0,0,11.3,0,0,0,0
"WEEK OF DEC 19, 2016 (B)",Netflix-Troll Hunters : Online,295.9,222.3,73.6,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 26, 2016 (B)",Netflix : Online,2144.3,0,78.9,0,0,0,0,0,0,0,0,2065.4
"WEEK OF DEC 26, 2016 (B)",Netflix-13th : Online,31.7,0,0,0,30.7,0,0,0,1.1,0,0,0
"WEEK OF DEC 26, 2016 (B)",Netflix-A Series Of Unfortunate Events : Online,304.1,252.5,0,0,0,0,0,0,51.6,0,0,0
"WEEK OF DEC 26, 2016 (B)",Netflix-Bill Burr : Online,0.5,0,0,0,0,0,0,0,0,0,0,0.5
"WEEK OF DEC 26, 2016 (B)",Netflix-Crown : Online,10.8,0,0,0,0,0,0,10.8,0,0,0,0
"WEEK OF DEC 26, 2016 (B)",Netflix-Daredevil : Online,12.2,0,12.2,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 26, 2016 (B)",Netflix-Lemony Snickets A Series Of Unfortunate Events : Online,337.6,0,0,0,0,0,0,160.3,0,0,0,177.4
"WEEK OF DEC 26, 2016 (B)",Netflix-Little Prince : Online,0.8,0,0,0,0.8,0,0,0,0,0,0,0
"WEEK OF DEC 26, 2016 (B)",Netflix-OA : Online,199.5,0,0,0,0,185.4,0,0,0,0,0,14.1
"WEEK OF DEC 26, 2016 (B)",Netflix-One Day At A Time : Online,16.4,0,0,0,0,0,0,0,0,0,0,16.4
"WEEK OF DEC 26, 2016 (B)",Netflix-Santa Clarita Diet : Online,58.1,0,0,0,0,0,0,0,0,0,0,58.1
"WEEK OF DEC 26, 2016 (B)",Netflix-Troll Hunters : Online,396.7,234.6,153.8,0,0,0,0,0,0,0,0,8.4
"WEEK OF JAN 02, 2017 (B)",Netflix : Online,319.2,319.2,0,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 02, 2017 (B)",Netflix Inc : Corporate Promotion,15.5,0,0,0,0,0,0,0,15.5,0,0,0
"WEEK OF JAN 02, 2017 (B)",Netflix-13th : Online,302.2,0,0,0,86.5,0,0,173.2,42.5,0,0,0
"WEEK OF JAN 02, 2017 (B)",Netflix-A Series Of Unfortunate Events : Online,255.4,216.3,39.1,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 02, 2017 (B)",Netflix-Crown : Online,4.2,0,0,0,4.2,0,0,0,0,0,0,0
"WEEK OF JAN 02, 2017 (B)",Netflix-Ivory Game : Online,170.1,0,0,0,16.5,0,0,153.7,0,0,0,0
"WEEK OF JAN 02, 2017 (B)",Netflix-Lemony Snickets A Series Of Unfortunate Events : Online,679,679,0,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 02, 2017 (B)",Netflix-Little Prince : Online,29.8,0,0,0,29.8,0,0,0,0,0,0,0
"WEEK OF JAN 02, 2017 (B)",Netflix-One Day At A Time : Online,160.9,0,0,0,0,0,0,142.9,18.1,0,0,0
"WEEK OF JAN 02, 2017 (B)",Netflix-Santa Clarita Diet : Online,679,679,0,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 02, 2017 (B)",Netflix-Stranger Things : Online,5.6,0,0,0,5.6,0,0,0,0,0,0,0
"WEEK OF JAN 02, 2017 (B)",Netflix-Troll Hunters : Online,14.7,0,14.7,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 09, 2017 (B)",Netflix : Online,292.9,292.9,0,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 09, 2017 (B)",Netflix-13th : Online,496.8,0,0,0,70.3,0,0,408.1,18.4,0,0,0
"WEEK OF JAN 09, 2017 (B)",Netflix-A Series Of Unfortunate Events : Online,663.5,616.5,47,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 09, 2017 (B)",Netflix-Crown : Online,167.4,0,0,0,13.2,0,0,154.2,0,0,0,0
"WEEK OF JAN 09, 2017 (B)",Netflix-Ivory Game : Online,87.3,0,0,0,13.1,0,0,71.4,2.8,0,0,0
"WEEK OF JAN 09, 2017 (B)",Netflix-Little Prince : Online,16.1,0,0,0,13.3,0,0,0,2.8,0,0,0
"WEEK OF JAN 09, 2017 (B)",Netflix-Stranger Things : Online,20.1,0,0,0,20.1,0,0,0,0,0,0,0
"WEEK OF JAN 16, 2017 (B)",Netflix-13th : Online,142.9,0,0,0,0,0,0,142.9,0,0,0,0
"WEEK OF JAN 16, 2017 (B)",Netflix-A Series Of Unfortunate Events : Online,671.2,252.3,47.4,0,0,371.5,0,0,0,0,0,0
"WEEK OF JAN 16, 2017 (B)",Netflix-Crown : Online,12.4,0,0,0,12.4,0,0,0,0,0,0,0
"WEEK OF JAN 16, 2017 (B)",Netflix-Fuller House : Online,371.5,0,0,0,0,371.5,0,0,0,0,0,0
"WEEK OF JAN 16, 2017 (B)",Netflix-Gilmore Girls : Online,371.5,0,0,0,0,371.5,0,0,0,0,0,0
"WEEK OF JAN 16, 2017 (B)",Netflix-One Day At A Time : Online,371.5,0,0,0,0,371.5,0,0,0,0,0,0
"WEEK OF JAN 16, 2017 (B)",Netflix-Santa Clarita Diet : Online,727.5,0,0,0,0,727.5,0,0,0,0,0,0
"WEEK OF JAN 16, 2017 (B)",Netflix-Stranger Things : Online,1.1,0,0,0,1.1,0,0,0,0,0,0,0
"WEEK OF JAN 23, 2017 (B)",Netflix-13th : Online,142.9,0,0,0,0,0,0,142.9,0,0,0,0
"WEEK OF JAN 23, 2017 (B)",Netflix-One Day At A Time : Online,250.8,0,0,0,0,250.8,0,0,0,0,0,0
"WEEK OF JAN 23, 2017 (B)",Netflix-Santa Clarita Diet : Online,32.3,32.3,0,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 30, 2017 (B)",Netflix : Online,643.1,0,0,0,0,0,0,0,0,0,0,643.1
"WEEK OF JAN 30, 2017 (B)",Netflix-13th : Online,27.3,0,0,0,23.8,0,0,0,3.5,0,0,0
"WEEK OF JAN 30, 2017 (B)",Netflix-Bill Burr : Online,7,0,0,0,0,0,0,0,0,0,0,7
"WEEK OF JAN 30, 2017 (B)",Netflix-Michael Boltons Big Sexy Valentines Day Special : Online,9.9,0,0,0,0,0,0,0,0,0,0,9.9
"WEEK OF JAN 30, 2017 (B)",Netflix-One Day At A Time : Online,2.3,0,0,0,0,0,0,0,0,0,0,2.3
"WEEK OF JAN 30, 2017 (B)",Netflix-Santa Clarita Diet : Online,466.8,307.4,0,0,10.8,0,0,0,0,0,0,148.7
"WEEK OF JAN 30, 2017 (B)",Netflix-Stranger Things : Online,5067.9,5050,17.9,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 06, 2017 (B)",Netflix-13th : Online,79,0,0,0,24.5,0,0,21.2,33.3,0,0,0
"WEEK OF FEB 06, 2017 (B)",Netflix-Now More than Ever : Online,160.3,0,0,0,0,0,0,160.3,0,0,0,0
"WEEK OF FEB 06, 2017 (B)",Netflix-Santa Clarita Diet : Online,63,63,0,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 06, 2017 (B)",Netflix-What Happened Miss Simone : Online,1.4,0,0,0,0,0,0,0,1.4,0,0,0
"WEEK OF FEB 13, 2017 (B)",Here Comes The Funny Tour/Netflix : Sponsored Event,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF FEB 13, 2017 (B)",Netflix-13th : Online,175.2,0,0,0,106.1,0,0,0,69.1,0,0,0
"WEEK OF FEB 13, 2017 (B)",Netflix-Extremis : Online,3.9,0,0,0,0,0,0,0,3.9,0,0,0
"WEEK OF FEB 13, 2017 (B)",Netflix-Michael Boltons Big Sexy Valentines Day Special : Online,6.7,6.7,0,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 13, 2017 (B)",Netflix-Now More than Ever : Online,4.5,0,0,0,0,0,0,0,4.5,0,0,0
"WEEK OF FEB 13, 2017 (B)",Netflix-Ultimate Beastmaster : Online,252.5,0,252.5,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 13, 2017 (B)",Netflix-White Helmets : Online,20,0,0,0,0,0,0,0,20,0,0,0
"WEEK OF FEB 20, 2017 (B)",Here Comes The Funny Tour/Netflix : Sponsored Event,0.5,0,0,0,0.5,0,0,0,0,0,0,0
"WEEK OF FEB 20, 2017 (B)",Netflix-13th : Online,4.8,0,0,0,4.8,0,0,0,0,0,0,0
"WEEK OF FEB 20, 2017 (B)",Netflix-Bright : Online,1913,1913,0,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 20, 2017 (B)",Netflix-Trevor Roar Afraid Of The Dark : Online,6.7,6.7,0,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 20, 2017 (B)",Netflix-Ultimate Beastmaster : Online,312.1,294.9,17.2,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 27, 2017 (B)",Netflix : Online,1833.3,0,0,0,8.6,0,0,0,0,0,1.9,1822.8
"WEEK OF FEB 27, 2017 (B)",Netflix-13 Reasons Why : Online,2.7,0,0,0,0,0,0,0,0,0,0,2.7
"WEEK OF FEB 27, 2017 (B)",Netflix-Amy Schumer The Leather Special : Online,1.6,0,0,0,1.6,0,0,0,0,0,0,0
"WEEK OF FEB 27, 2017 (B)",Netflix-Dave Chappelle : Online,32.1,0,0,0,0,0,0,0,0,0,0,32.1
"WEEK OF FEB 27, 2017 (B)",Netflix-Discovery : Online,56.2,0,0,0,0,0,0,0,0,0,0,56.2
"WEEK OF FEB 27, 2017 (B)",Netflix-Five Came Back : Online,243.6,0,0,0,0,237.8,0,0,0,0,0,5.8
"WEEK OF FEB 27, 2017 (B)",Netflix-Iron Fist : Online,291.3,0,0,0,0,0,0,0,0,0,0,291.3
"WEEK OF FEB 27, 2017 (B)",Netflix-Love : Online,46.4,0,0,0,0,0,0,0,0,0,0,46.4
"WEEK OF FEB 27, 2017 (B)",Netflix-Michael Boltons Big Sexy Valentines Day Special : Online,2.1,0,0,0,0,0,0,0,0,0,0,2.1
"WEEK OF FEB 27, 2017 (B)",Netflix-Most Hated Woman In America : Online,4.5,0,0,0,0,0,0,0,0,0,0,4.5
